streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
181328253,140,51,66,53,60,0,11,18
370068639,82,47,44,76,8,91,9,3
2280566092,79,78,58,45,47,0,18,3
563902868,88,31,31,63,47,27,21,12
317622165,139,44,18,38,70,0,12,4
291709698,124,73,68,83,55,0,90,7
203680270,80,39,45,55,73,0,9,21
81350745,120,84,54,51,47,0,12,40
282883169,80,56,19,46,92,72,11,3
64787943,117,92,62,86,11,0,24,24
2484812918,117,76,77,52,4,0,8,3
461437791,140,62,46,73,10,0,67,11
1439191367,99,68,57,77,2,0,10,5
759208783,93,74,59,87,3,0,8,5
368646862,106,44,8,20,74,42,11,3
299634472,124,81,68,63,17,0,10,22
756907987,95,76,96,70,18,0,33,4
682475162,96,87,82,53,10,0,5,8
546191065,92,81,40,73,15,0,9,8
229473310,124,95,36,37,35,0,10,28
202677468,72,64,76,44,70,9,12,4
121913181,71,28,26,20,19,0,30,3
208166039,135,78,55,57,4,0,10,8
527033089,95,81,56,70,4,0,5,24
94616487,71,59,70,74,56,0,11,40
394030335,180,80,71,68,6,0,10,37
193443895,150,65,11,58,0,0,12,9
299648208,189,55,86,44,40,0,7,4
182978249,85,72,55,64,49,0,7,4
319757142,140,59,73,45,44,0,34,3
109091573,81,77,68,70,6,0,17,20
153240879,104,80,24,65,2,0,9,4
346127840,129,42,33,44,62,0,8,6
312622938,94,76,81,80,20,0,25,4
2197010679,71,41,23,40,27,0,30,5
1200808494,146,59,23,46,66,0,15,6
797196073,103,69,90,88,5,0,29,8
1970673297,124,53,66,78,0,0,16,5
665765558,164,70,71,58,24,0,7,13
263779030,138,69,35,57,12,0,10,9
339473453,126,67,37,46,13,0,10,39
2204080728,103,61,47,65,3,0,17,4
2591224264,95,75,64,52,41,0,11,3
135444283,200,39,28,77,4,0,6,29
1457139296,129,86,75,52,54,0,10,4
236872197,98,68,33,43,38,0,36,14
694525298,107,91,32,56,3,0,11,10
240661097,174,58,56,83,5,0,7,4
421365166,92,45,27,67,32,0,13,14
349746291,90,81,59,83,9,0,11,5
255120451,147,60,58,69,2,0,58,4
190981339,143,68,41,55,16,0,10,12
924193303,101,76,63,71,3,0,10,3
305771063,118,70,54,71,0,0,33,4
273005485,98,83,63,74,14,0,16,6
89566512,138,72,22,46,24,0,9,6
677389855,114,59,30,62,1,0,8,4
75476209,180,63,45,64,34,0,9,8
408843328,145,56,41,57,1,0,13,3
187772591,115,78,63,64,1,0,7,4
178512385,82,79,48,84,13,0,21,23
101780047,166,70,22,61,2,0,10,34
118381354,92,86,91,79,29,0,60,16
146363130,108,71,55,44,74,0,11,6
126443991,84,71,63,45,45,0,11,3
157990698,95,69,90,91,6,0,35,4
176290831,135,93,77,45,25,0,13,27
1023187129,110,57,6,27,84,0,9,3
106933107,88,89,59,64,5,0,19,7
139193812,119,87,28,50,12,0,10,10
212234990,120,58,71,80,15,0,7,41
1714490998,122,86,97,80,36,0,9,6
197643795,98,78,83,75,41,0,27,8
807015863,140,45,25,84,21,0,13,6
933815613,116,79,87,81,4,0,10,4
499710590,124,86,62,49,51,0,35,21
120847157,105,91,73,72,13,0,9,15
53909146,118,68,24,58,44,0,6,3
2236667932,108,61,20,38,61,0,10,5
2123309722,100,61,53,38,84,0,28,44
301242089,140,81,39,66,38,0,12,14
723894473,109,84,72,74,10,0,34,7
237351106,101,78,40,74,36,0,17,27
461558540,78,56,61,90,36,0,18,31
417230415,93,79,22,55,31,0,12,5
156898322,87,52,32,83,24,0,17,43
127309180,153,55,50,78,19,0,11,35
313113297,142,87,93,59,28,0,17,5
173702135,96,85,41,43,39,0,12,21
271666301,125,50,39,78,4,0,11,33
305650299,85,71,43,65,23,0,9,5
123216717,140,92,78,57,46,0,14,9
479655659,196,66,58,79,23,0,22,20
126191104,134,78,51,43,69,0,14,9
344055883,103,80,45,62,76,0,10,38
338422004,130,82,50,67,12,0,13,5
68895644,108,65,52,69,31,0,8,36
86176890,123,61,66,71,53,0,32,46
403231558,152,84,74,69,21,0,18,6
319546754,108,78,55,60,59,0,7,4
61739839,72,56,56,47,76,0,8,36
283359161,121,86,67,65,42,0,35,7
76831876,138,57,71,82,19,0,15,29
283332261,188,50,41,50,69,0,12,6
307752576,110,80,26,85,23,0,11,21
279737940,105,81,77,79,19,0,47,8
212351890,118,63,60,70,5,0,9,31
1304313953,176,61,24,62,60,0,24,31
150500965,158,83,41,65,0,10,11,8
246127838,115,85,72,58,9,0,49,12
582863434,110,51,48,82,0,0,5,3
58687425,174,73,26,54,30,0,34,32
212109195,130,91,91,96,3,0,3,9
382199619,78,36,30,54,34,0,14,5
41210087,104,44,74,42,88,0,9,9
231657891,121,64,80,88,0,0,12,6
53729194,105,83,32,82,14,0,12,4
244741137,81,38,20,66,9,0,9,8
42485571,170,37,14,24,80,0,11,4
37778188,78,43,60,38,76,1,48,38
254218729,125,88,28,66,6,0,13,31
53603447,92,66,29,65,23,0,8,7
160035717,140,84,61,42,31,0,9,9
164163229,96,61,32,90,25,0,10,9
37091576,118,66,83,43,84,0,19,19
284249832,92,71,67,60,7,0,6,4
33381454,140,49,50,37,87,0,11,35
184622518,174,68,45,71,18,0,11,25
300983101,127,77,53,78,19,0,29,4
121077868,96,71,37,52,62,0,11,36
106919680,150,82,82,66,13,0,11,6
136996305,100,87,46,60,1,0,13,16
65719930,105,73,59,81,13,0,9,6
229497852,104,86,43,62,5,0,13,14
185550869,154,54,45,79,1,0,17,5
54682594,80,47,33,83,18,0,10,5
240580042,150,53,14,43,64,0,13,3
1284942608,156,32,49,72,0,0,9,4
71423324,98,76,79,81,18,0,6,34
244891912,92,58,27,36,86,0,9,3
132171975,144,47,7,50,32,0,7,4
184706613,150,37,27,56,8,0,13,3
184826429,138,70,31,44,84,0,9,39
302006641,172,56,68,89,4,0,33,19
330881149,77,72,70,82,2,0,4,17
334733572,107,72,36,72,26,6,11,4
366214458,114,51,39,29,90,0,10,4
114546317,117,63,29,51,43,0,25,4
290833204,146,69,63,45,48,0,18,4
448500832,160,80,74,60,8,0,14,26
136676504,120,88,15,56,1,0,8,6
190625045,100,82,76,70,16,0,8,5
79095270,158,60,68,84,4,0,24,11
273194684,142,56,40,54,72,0,10,4
333146475,170,80,77,85,11,0,17,14
194902696,84,71,39,86,2,0,51,25
311482393,139,58,30,46,14,0,9,3
195918494,151,73,88,67,20,0,32,5
248511839,128,82,42,75,6,0,63,6
233671263,118,56,20,54,67,0,6,5
199587884,183,65,88,72,36,14,20,3
91781263,83,63,29,62,4,0,18,4
383835984,122,85,42,80,6,0,17,14
236060709,165,72,90,48,32,0,18,23
189236868,106,83,90,64,35,5,9,4
160845341,77,81,68,58,83,0,11,34
588955257,91,57,30,89,10,0,33,8
238350348,148,51,21,63,5,0,41,3
187703102,114,71,90,81,31,2,13,3
295307001,120,91,63,77,12,1,10,5
138334433,92,83,56,82,10,0,9,5
445590495,118,56,25,45,1,3,7,3
286739476,123,60,46,71,3,0,16,4
1122364376,89,52,28,48,54,1,19,3
157136970,110,81,61,93,49,0,12,11
137070925,118,42,32,20,94,0,11,4
183273246,90,68,54,76,21,0,11,20
184807630,130,49,14,40,82,0,11,3
164856284,154,70,97,62,47,0,10,4
704171068,105,54,59,83,0,44,20,4
354614964,115,70,87,88,4,0,26,8
279717388,110,91,59,82,8,0,6,8
195628667,125,51,5,68,12,2,15,6
221752937,102,73,62,75,0,0,34,8
263280370,120,81,72,65,4,0,14,4
213505179,97,80,36,86,4,0,3,5
130419412,140,44,41,92,0,0,44,7
155795783,97,78,31,72,1,0,11,4
1553497987,125,45,67,90,9,11,10,5
293466523,88,80,55,56,13,0,8,9
711366595,170,56,52,64,11,0,45,7
191448892,137,88,8,49,9,0,9,14
85924992,157,88,52,69,0,0,8,23
176103902,130,95,83,57,54,0,10,25
121189256,90,85,80,83,10,0,8,11
131746175,183,44,44,67,7,0,12,13
244790012,128,58,68,91,2,0,27,11
129314708,130,71,78,40,46,0,7,45
331511413,126,63,56,43,24,0,12,23
219196651,120,77,94,87,2,0,23,12
170732845,130,72,18,46,7,0,28,8
273914335,122,70,46,76,30,0,9,45
179061440,172,74,46,58,15,0,13,8
185236961,103,61,38,62,14,0,23,40
171788484,122,55,46,64,0,0,17,10
387080183,130,47,56,90,0,0,10,4
264717480,105,81,70,65,24,0,8,4
244928911,120,90,73,51,39,0,9,6
97610446,145,56,43,53,24,0,12,4
287278853,99,79,64,59,28,0,11,14
887906111,88,79,66,65,5,0,25,14
123473120,126,81,90,73,28,0,29,4
295152154,136,77,71,75,33,1,13,4
323455692,113,70,97,59,55,0,27,12
240918092,132,82,49,88,20,0,21,3
191873381,135,77,74,74,47,0,34,8
284216603,126,67,49,77,11,0,19,11
239411309,102,67,72,74,30,0,36,4
265548837,125,68,80,92,10,0,9,12
703301727,149,37,28,66,14,0,9,5
244585109,137,74,71,89,24,61,15,5
189476119,120,77,78,91,14,0,33,12
277132266,100,90,75,50,11,0,9,26
278920007,164,70,58,57,25,0,15,7
222410722,93,65,79,66,31,0,22,7
185392587,180,65,52,80,5,0,6,25
202452860,79,34,22,31,43,63,10,7
1608164312,146,56,21,44,73,0,11,2
624101957,103,37,17,27,75,5,10,3
148461629,140,70,26,76,8,0,54,23
47093942,92,81,48,70,13,0,15,7
380319238,102,64,4,60,11,0,19,4
209106362,118,82,75,85,33,1,11,4
53987404,93,78,75,62,6,0,15,6
115331792,150,70,26,56,14,83,11,5
225093344,130,52,24,60,0,0,8,3
84697729,83,65,24,53,6,0,51,4
159240673,102,84,43,75,5,0,6,8
170709584,136,73,65,91,4,0,48,18
154356956,145,66,24,58,17,0,19,5
723043854,130,57,24,37,11,18,16,3
247689123,156,72,92,77,9,0,8,11
176474912,123,57,50,85,5,0,16,4
235549288,132,92,53,62,7,0,63,10
140430339,125,49,13,74,0,0,9,4
85559365,162,74,22,67,0,0,11,46
146223492,138,80,82,81,14,0,13,36
187701588,161,59,62,60,12,0,5,44
154863153,131,91,23,55,1,0,7,32
191333656,122,75,45,63,6,0,35,12
253650850,80,80,16,28,17,0,12,39
223064273,109,75,11,50,20,0,30,17
170413877,158,84,33,36,2,0,39,59
218320587,126,66,12,35,55,0,9,14
141720999,104,73,25,61,1,0,32,7
187339835,110,48,15,31,80,22,12,4
198365537,130,77,20,70,1,0,16,5
186104310,177,34,39,16,97,0,12,5
177503916,158,48,55,84,43,0,15,12
71095708,114,62,25,44,51,33,14,3
112436403,144,93,62,61,0,0,12,20
203436468,125,54,22,76,0,0,14,3
93367537,142,85,40,43,4,0,39,32
106249219,120,64,11,53,1,0,25,27
181382590,96,57,55,74,22,0,8,4
91473363,144,60,24,39,57,0,8,3
121871870,166,42,7,24,83,1,12,6
73513683,92,80,81,67,4,0,8,6
133895612,97,82,67,77,8,0,12,5
96007391,90,61,32,67,15,0,11,5
